StockCode,Date,Quantity,Price,Month,DayOfWeek,WeekOfYear,Lag1,RollingMean7,StockCodeEnc
22077,2011-10-27,72,1.95,10,3,43,53.0,51.142857142857146,19
22077,2011-10-28,85,1.95,10,4,43,72.0,52.714285714285715,19
22077,2011-10-30,43,1.95,10,6,43,85.0,38.714285714285715,19
22077,2011-10-31,52,2.285,10,0,44,43.0,43.142857142857146,19
22077,2011-11-01,88,1.95,11,1,44,52.0,49.57142857142857,19
22077,2011-11-02,36,1.95,11,2,44,88.0,58.142857142857146,19
22077,2011-11-03,314,1.89,11,3,44,36.0,61.285714285714285,19
22077,2011-11-04,21,1.95,11,4,44,314.0,98.57142857142857,19
22077,2011-11-06,10,1.95,11,6,44,21.0,91.28571428571429,19
22077,2011-11-07,48,1.95,11,0,45,10.0,80.57142857142857,19
22077,2011-11-08,24,1.95,11,1,45,48.0,81.28571428571429,19
22077,2011-11-09,34,1.95,11,2,45,24.0,77.28571428571429,19
22077,2011-11-10,52,2.285,11,3,45,34.0,69.57142857142857,19
22077,2011-11-11,8,1.95,11,4,45,52.0,71.85714285714286,19
22077,2011-11-13,37,1.95,11,6,45,8.0,28.142857142857142,19
22077,2011-11-14,60,2.396666666666667,11,0,46,37.0,30.428571428571427,19
22077,2011-11-15,40,1.95,11,1,46,60.0,37.57142857142857,19
22077,2011-11-16,25,1.95,11,2,46,40.0,36.42857142857143,19
22077,2011-11-17,16,1.95,11,3,46,25.0,36.57142857142857,19
22077,2011-11-18,2,1.95,11,4,46,16.0,34.0,19
22077,2011-11-20,21,1.95,11,6,46,2.0,26.857142857142858,19
22077,2011-11-21,40,1.95,11,0,47,21.0,28.714285714285715,19
22077,2011-11-22,6,1.95,11,1,47,40.0,29.142857142857142,19
22077,2011-11-23,57,2.218,11,2,47,6.0,21.428571428571427,19
22077,2011-11-24,63,1.95,11,3,47,57.0,23.857142857142858,19
22077,2011-11-25,4,1.95,11,4,47,63.0,29.285714285714285,19
22077,2011-11-27,6,1.95,11,6,47,4.0,27.571428571428573,19
22077,2011-11-28,22,2.3966666666666665,11,0,48,6.0,28.142857142857142,19
22077,2011-11-29,2,1.95,11,1,48,22.0,28.285714285714285,19
22077,2011-11-30,25,1.95,11,2,48,2.0,22.857142857142858,19
22077,2011-12-01,111,1.95,12,3,48,25.0,25.571428571428573,19
22077,2011-12-04,12,1.95,12,6,48,111.0,33.285714285714285,19
22077,2011-12-05,86,2.218,12,0,49,12.0,26.0,19
22077,2011-12-06,24,1.95,12,1,49,86.0,37.714285714285715,19
22077,2011-12-07,3,1.95,12,2,49,24.0,40.285714285714285,19
22077,2011-12-08,13,1.95,12,3,49,3.0,37.57142857142857,19
22077,2011-12-09,12,1.95,12,4,49,13.0,39.142857142857146,19
22086,2009-12-02,1143,2.8156250000000003,12,2,49,368.0,368.0,20
22086,2009-12-03,200,2.9214285714285717,12,3,49,1143.0,755.5,20
22086,2009-12-04,125,2.913636363636364,12,4,49,200.0,570.3333333333334,20
22086,2009-12-05,12,2.95,12,5,49,125.0,459.0,20
22086,2009-12-06,95,2.8833333333333333,12,6,49,12.0,369.6,20
22086,2009-12-07,103,2.91,12,0,50,95.0,323.8333333333333,20
22086,2009-12-08,76,2.95,12,1,50,103.0,292.2857142857143,20
22086,2009-12-09,10,2.95,12,2,50,76.0,250.57142857142858,20
22086,2009-12-10,61,2.892857142857143,12,3,50,10.0,88.71428571428571,20
22086,2009-12-11,282,2.79,12,4,50,61.0,68.85714285714286,20
22086,2009-12-13,28,2.95,12,6,50,282.0,91.28571428571429,20
22086,2009-12-14,246,2.75,12,0,51,28.0,93.57142857142857,20
22086,2009-12-15,96,2.892857142857143,12,1,51,246.0,115.14285714285714,20
22086,2009-12-16,47,2.95,12,2,51,96.0,114.14285714285714,20
22086,2009-12-17,13,2.9500000000000006,12,3,51,47.0,110.0,20
22086,2009-12-18,2,2.95,12,4,51,13.0,110.42857142857143,20
22086,2009-12-20,15,2.9500000000000006,12,6,51,2.0,102.0,20
22086,2010-01-11,6,2.95,1,0,2,15.0,63.857142857142854,20
22086,2010-01-24,2,2.95,1,6,3,6.0,60.714285714285715,20
22086,2010-03-05,2,2.95,3,4,9,2.0,25.857142857142858,20
22086,2010-03-16,12,2.95,3,1,11,2.0,12.428571428571429,20
22086,2010-04-23,1,2.95,4,4,16,12.0,7.428571428571429,20
22086,2010-04-27,18,2.95,4,1,17,1.0,5.714285714285714,20
22086,2010-05-06,6,2.95,5,3,18,18.0,8.0,20
22086,2010-05-07,40,2.55,5,4,18,6.0,6.714285714285714,20
22086,2010-05-10,6,2.95,5,0,19,40.0,11.571428571428571,20
22086,2010-05-17,4,2.95,5,0,20,6.0,12.142857142857142,20
22086,2010-05-21,2,2.95,5,4,20,4.0,12.428571428571429,20
22086,2010-06-06,4,2.9500000000000006,6,6,22,2.0,11.0,20
22086,2010-06-13,2,2.95,6,6,23,4.0,11.428571428571429,20
22086,2010-06-17,20,2.95,6,3,24,2.0,9.142857142857142,20
22086,2010-06-18,8,2.95,6,4,24,20.0,11.142857142857142,20
22086,2010-06-21,4,2.95,6,0,25,8.0,6.571428571428571,20
22086,2010-06-23,300,2.55,6,2,25,4.0,6.285714285714286,20
22086,2010-06-28,2,2.95,6,0,26,300.0,48.57142857142857,20
22086,2010-06-30,36,2.95,6,2,26,2.0,48.57142857142857,20
22086,2010-07-02,6,2.95,7,4,26,36.0,53.142857142857146,20
22086,2010-07-07,12,2.95,7,2,27,6.0,53.714285714285715,20
22086,2010-07-14,1,2.95,7,2,28,12.0,52.57142857142857,20
22086,2010-07-18,1,2.95,7,6,28,1.0,51.57142857142857,20
22086,2010-07-19,40,2.55,7,0,29,1.0,51.142857142857146,20
22086,2010-07-25,10,2.95,7,6,29,40.0,14.0,20
22086,2010-07-27,18,2.95,7,1,30,10.0,15.142857142857142,20
22086,2010-07-28,18,2.95,7,2,30,18.0,12.571428571428571,20
22086,2010-07-29,80,2.55,7,3,30,18.0,14.285714285714286,20
22086,2010-07-30,6,2.95,7,4,30,80.0,24.0,20
22086,2010-08-01,5,2.9500000000000006,8,6,30,6.0,24.714285714285715,20
22086,2010-08-02,84,2.75,8,0,31,5.0,25.285714285714285,20
22086,2010-08-03,40,2.55,8,1,31,84.0,31.571428571428573,20
22086,2010-08-08,11,2.95,8,6,31,40.0,35.857142857142854,20
22086,2010-08-10,12,2.95,8,1,32,11.0,34.857142857142854,20
22086,2010-08-11,2,2.95,8,2,32,12.0,34.0,20
22086,2010-08-13,46,2.75,8,4,32,2.0,22.857142857142858,20
22086,2010-08-15,8,2.95,8,6,32,46.0,28.571428571428573,20
22086,2010-08-17,12,2.95,8,1,33,8.0,29.0,20
22086,2010-08-18,1,2.95,8,2,33,12.0,18.714285714285715,20
22086,2010-08-19,2,2.95,8,3,33,1.0,13.142857142857142,20
22086,2010-08-22,4,2.95,8,6,33,2.0,11.857142857142858,20
22086,2010-08-23,12,2.95,8,0,34,4.0,10.714285714285714,20
22086,2010-08-24,12,2.95,8,1,34,12.0,12.142857142857142,20
22086,2010-09-07,6,2.95,9,1,36,12.0,7.285714285714286,20
22086,2010-09-08,2,2.95,9,2,36,6.0,7.0,20
22086,2010-09-12,4,2.95,9,6,36,2.0,5.571428571428571,20
22086,2010-09-13,6,2.9500000000000006,9,0,37,4.0,6.0,20
22086,2010-09-14,3,2.95,9,1,37,6.0,6.571428571428571,20
22086,2010-09-16,3,2.95,9,3,37,3.0,6.428571428571429,20
22086,2010-09-17,120,2.55,9,4,37,3.0,5.142857142857143,20
22086,2010-09-19,92,2.8166666666666664,9,6,37,120.0,20.571428571428573,20
22086,2010-09-20,50,2.95,9,0,38,92.0,32.857142857142854,20
22086,2010-09-21,157,2.840909090909091,9,1,38,50.0,39.714285714285715,20
22086,2010-09-22,21,2.95,9,2,38,157.0,61.57142857142857,20
22086,2010-09-23,125,2.9000000000000004,9,3,38,21.0,63.714285714285715,20
22086,2010-09-24,61,2.87,9,4,38,125.0,81.14285714285714,20
22086,2010-09-26,11,2.9500000000000006,9,6,38,61.0,89.42857142857143,20
22086,2010-09-27,59,2.85,9,0,39,11.0,73.85714285714286,20
22086,2010-09-28,89,2.95,9,1,39,59.0,69.14285714285714,20
22086,2010-09-29,131,2.8166666666666664,9,2,39,89.0,74.71428571428571,20
22086,2010-09-30,135,2.905555555555556,9,3,39,131.0,71.0,20
22086,2010-10-01,12,2.95,10,4,39,135.0,87.28571428571429,20
22086,2010-10-03,55,2.87,10,6,39,12.0,71.14285714285714,20
22086,2010-10-04,173,2.8772727272727274,10,0,40,55.0,70.28571428571429,20
22086,2010-10-05,174,2.85,10,1,40,173.0,93.42857142857143,20
22086,2010-10-06,16,2.9500000000000006,10,2,40,174.0,109.85714285714286,20
22086,2010-10-07,76,2.95,10,3,40,16.0,99.42857142857143,20
22086,2010-10-08,964,2.7785714285714285,10,4,40,76.0,91.57142857142857,20
22086,2010-10-10,91,2.85,10,6,40,964.0,210.0,20
22086,2010-10-11,53,2.85,10,0,41,91.0,221.28571428571428,20
22086,2010-10-12,111,2.835714285714286,10,1,41,53.0,221.0,20
22086,2010-10-13,167,2.861111111111111,10,2,41,111.0,212.14285714285714,20
22086,2010-10-14,50,2.9500000000000006,10,3,41,167.0,211.14285714285714,20
22086,2010-10-15,91,2.835714285714286,10,4,41,50.0,216.0,20
22086,2010-10-17,39,2.95,10,6,41,91.0,218.14285714285714,20
22086,2010-10-18,33,2.95,10,0,42,39.0,86.0,20
22086,2010-10-19,48,2.95,10,1,42,33.0,77.71428571428571,20
22086,2010-10-20,49,2.9500000000000006,10,2,42,48.0,77.0,20
22086,2010-10-21,49,2.95,10,3,42,49.0,68.14285714285714,20
22086,2010-10-22,98,2.79,10,4,42,49.0,51.285714285714285,20
22086,2010-10-24,86,2.905555555555556,10,6,42,98.0,58.142857142857146,20
22086,2010-10-25,13,2.95,10,0,43,86.0,57.42857142857143,20
22086,2010-10-26,58,2.8833333333333333,10,1,43,13.0,53.714285714285715,20
22086,2010-10-27,183,2.8166666666666664,10,2,43,58.0,57.285714285714285,20
22086,2010-10-28,3,2.95,10,3,43,183.0,76.57142857142857,20
22086,2010-10-29,82,2.892857142857143,10,4,43,3.0,70.0,20
22086,2010-10-31,81,2.9000000000000004,10,6,43,82.0,74.71428571428571,20
22086,2010-11-01,27,2.95,11,0,44,81.0,72.28571428571429,20
22086,2010-11-02,117,2.905555555555556,11,1,44,27.0,63.857142857142854,20
22086,2010-11-03,80,2.905555555555556,11,2,44,117.0,78.71428571428571,20
22086,2010-11-04,1025,2.8642857142857143,11,3,44,80.0,81.85714285714286,20
22086,2010-11-05,27,2.95,11,4,44,1025.0,202.14285714285714,20
22086,2010-11-07,235,2.9000000000000004,11,6,44,27.0,205.57142857142858,20
22086,2010-11-08,81,2.9000000000000004,11,0,45,235.0,227.42857142857142,20
22086,2010-11-09,287,2.8772727272727274,11,1,45,81.0,227.42857142857142,20
22086,2010-11-10,145,2.8833333333333333,11,2,45,287.0,264.57142857142856,20
22086,2010-11-11,166,2.8833333333333333,11,3,45,145.0,268.57142857142856,20
22086,2010-11-12,104,2.91,11,4,45,166.0,280.85714285714283,20
22086,2010-11-14,137,2.8772727272727274,11,6,45,104.0,149.28571428571428,20
22086,2010-11-15,138,2.892857142857143,11,0,46,137.0,165.0,20
22086,2010-11-16,43,2.95,11,1,46,138.0,151.14285714285714,20
22086,2010-11-17,274,2.772222222222222,11,2,46,43.0,145.71428571428572,20
22086,2010-11-18,118,2.95,11,3,46,274.0,143.85714285714286,20
22086,2010-11-19,159,2.91,11,4,46,118.0,140.0,20
22086,2010-11-21,48,2.95,11,6,46,159.0,139.0,20
22086,2010-11-22,381,2.838888888888889,11,0,47,48.0,131.0,20
22086,2010-11-23,106,2.9000000000000004,11,1,47,381.0,165.85714285714286,20
22086,2010-11-24,445,2.8576923076923078,11,2,47,106.0,161.28571428571428,20
22086,2010-11-25,190,2.93,11,3,47,445.0,218.71428571428572,20
22086,2010-11-26,148,2.9166666666666665,11,4,47,190.0,206.71428571428572,20
22086,2010-11-28,209,2.896666666666667,11,6,47,148.0,211.0,20
22086,2010-11-29,194,2.8772727272727274,11,0,48,209.0,218.14285714285714,20
22086,2010-11-30,135,2.926470588235294,11,1,48,194.0,239.0,20
22086,2010-12-01,219,2.83,12,2,48,135.0,203.85714285714286,20
22086,2010-12-02,129,2.9000000000000004,12,3,48,219.0,220.0,20
22086,2010-12-03,30,2.9500000000000006,12,4,48,129.0,174.85714285714286,20
22086,2010-12-05,129,2.927777777777778,12,6,48,30.0,152.0,20
22086,2010-12-06,159,2.926470588235294,12,0,49,129.0,149.28571428571428,20
22086,2010-12-07,175,2.85,12,1,49,159.0,142.14285714285714,20
22086,2010-12-08,77,2.892857142857143,12,2,49,175.0,139.42857142857142,20
22086,2010-12-09,132,2.913636363636364,12,3,49,77.0,131.14285714285714,20
22086,2010-12-10,76,2.9166666666666665,12,4,49,132.0,118.71428571428571,20
22086,2010-12-12,60,2.95,12,6,49,76.0,111.14285714285714,20
22086,2010-12-13,191,2.75,12,0,50,60.0,115.42857142857143,20
22086,2010-12-14,33,2.95,12,1,50,191.0,124.28571428571429,20
22086,2010-12-15,91,2.87,12,2,50,33.0,106.28571428571429,20
22086,2010-12-16,131,2.87,12,3,50,91.0,94.28571428571429,20
22086,2010-12-17,3,2.95,12,4,50,131.0,102.0,20
22086,2010-12-20,40,2.55,12,0,51,3.0,83.57142857142857,20
22086,2010-12-21,16,2.95,12,1,51,40.0,78.42857142857143,20
22086,2011-02-22,2,2.95,2,1,8,16.0,72.14285714285714,20
22086,2011-03-01,4,2.95,3,1,9,2.0,45.142857142857146,20
22086,2011-03-02,40,2.55,3,2,9,4.0,41.0,20
22086,2011-03-08,1,2.95,3,1,10,40.0,33.714285714285715,20
22086,2011-03-24,40,2.55,3,3,12,1.0,15.142857142857142,20
22086,2011-04-03,3,2.95,4,6,13,40.0,20.428571428571427,20
22086,2011-04-07,7,2.95,4,3,14,3.0,15.142857142857142,20
22086,2011-05-10,12,2.95,5,1,19,7.0,13.857142857142858,20
22086,2011-06-23,6,2.95,6,3,25,12.0,15.285714285714286,20
22086,2011-06-28,320,2.55,6,1,26,6.0,15.571428571428571,20
22086,2011-06-29,11,2.95,6,2,26,320.0,55.57142857142857,20
22086,2011-07-03,30,2.95,7,6,26,11.0,57.0,20
22086,2011-07-05,18,2.95,7,1,27,30.0,55.57142857142857,20
22086,2011-07-14,12,2.95,7,3,28,18.0,57.714285714285715,20
22086,2011-07-15,1,2.95,7,4,28,12.0,58.42857142857143,20
22086,2011-07-18,18,2.95,7,0,29,1.0,56.857142857142854,20
22086,2011-07-20,1,2.95,7,2,29,18.0,58.57142857142857,20
22086,2011-07-21,6,2.95,7,3,29,1.0,13.0,20
22086,2011-07-24,2,2.95,7,6,29,6.0,12.285714285714286,20
22086,2011-07-26,22,2.9500000000000006,7,1,30,2.0,8.285714285714286,20
22086,2011-07-27,6,2.95,7,2,30,22.0,8.857142857142858,20
22086,2011-07-28,190,2.75,7,3,30,6.0,8.0,20
22086,2011-07-29,6,2.95,7,4,30,190.0,35.0,20
22086,2011-07-31,62,2.8166666666666664,7,6,30,6.0,33.285714285714285,20
22086,2011-08-02,46,2.75,8,1,31,62.0,42.0,20
22086,2011-08-03,44,2.75,8,2,31,46.0,47.714285714285715,20
22086,2011-08-04,144,2.75,8,3,31,44.0,53.714285714285715,20
22086,2011-08-05,46,2.75,8,4,31,144.0,71.14285714285714,20
22086,2011-08-11,12,2.95,8,3,32,46.0,76.85714285714286,20
22086,2011-08-14,9,2.95,8,6,32,12.0,51.42857142857143,20
22086,2011-08-17,14,2.95,8,2,33,9.0,51.857142857142854,20
22086,2011-08-19,6,2.95,8,4,33,14.0,45.0,20
22086,2011-08-21,10,2.9500000000000006,8,6,33,6.0,39.285714285714285,20
22086,2011-08-22,6,2.95,8,0,34,10.0,34.42857142857143,20
22086,2011-08-23,1,2.95,8,1,34,6.0,14.714285714285714,20
22086,2011-08-24,8,2.95,8,2,34,1.0,8.285714285714286,20
22086,2011-08-26,12,2.95,8,4,34,8.0,7.714285714285714,20
22086,2011-08-30,80,2.55,8,1,35,12.0,8.142857142857142,20
22086,2011-08-31,40,2.55,8,2,35,80.0,17.571428571428573,20
22086,2011-09-01,40,2.55,9,3,35,40.0,22.428571428571427,20
22086,2011-09-02,2,4.37,9,4,35,40.0,26.714285714285715,20
22086,2011-09-04,24,2.95,9,6,35,2.0,26.142857142857142,20
22086,2011-09-05,210,2.7785714285714285,9,0,36,24.0,29.428571428571427,20
22086,2011-09-06,24,2.95,9,1,36,210.0,58.285714285714285,20
22086,2011-09-07,12,2.95,9,2,36,24.0,60.0,20
22086,2011-09-08,9,2.95,9,3,36,12.0,50.285714285714285,20
22086,2011-09-09,24,2.95,9,4,36,9.0,45.857142857142854,20
22086,2011-09-11,211,2.835714285714286,9,6,36,24.0,43.57142857142857,20
22086,2011-09-12,116,2.905555555555556,9,0,37,211.0,73.42857142857143,20
22086,2011-09-13,165,3.255,9,1,37,116.0,86.57142857142857,20
22086,2011-09-14,49,2.95,9,2,37,165.0,80.14285714285714,20
22086,2011-09-15,150,2.7785714285714285,9,3,37,49.0,83.71428571428571,20
22086,2011-09-16,96,2.95,9,4,37,150.0,103.42857142857143,20
22086,2011-09-18,8,2.95,9,6,37,96.0,115.85714285714286,20
22086,2011-09-19,70,2.87,9,0,38,8.0,113.57142857142857,20
22086,2011-09-20,59,2.8833333333333333,9,1,38,70.0,93.42857142857143,20
22086,2011-09-21,26,3.518,9,2,38,59.0,85.28571428571429,20
22086,2011-09-22,175,2.9192307692307695,9,3,38,26.0,65.42857142857143,20
22086,2011-09-23,118,2.905555555555556,9,4,38,175.0,83.42857142857143,20
22086,2011-09-25,143,2.9214285714285717,9,6,38,118.0,78.85714285714286,20
22086,2011-09-26,38,3.66,9,0,39,143.0,85.57142857142857,20
22086,2011-09-27,100,2.8166666666666664,9,1,39,38.0,89.85714285714286,20
22086,2011-09-28,18,2.9500000000000006,9,2,39,100.0,94.14285714285714,20
22086,2011-09-29,96,2.9000000000000004,9,3,39,18.0,88.28571428571429,20
22086,2011-09-30,78,2.8833333333333333,9,4,39,96.0,98.28571428571429,20
22086,2011-10-02,20,2.95,10,6,39,78.0,84.42857142857143,20
22086,2011-10-03,69,3.305,10,0,40,20.0,70.42857142857143,20
22086,2011-10-04,730,2.8833333333333333,10,1,40,69.0,59.857142857142854,20
22086,2011-10-05,45,2.9500000000000006,10,2,40,730.0,158.71428571428572,20
22086,2011-10-06,58,2.95,10,3,40,45.0,150.85714285714286,20
22086,2011-10-07,26,2.95,10,4,40,58.0,156.57142857142858,20
22086,2011-10-09,26,2.95,10,6,40,26.0,146.57142857142858,20
22086,2011-10-10,371,3.0275,10,0,41,26.0,139.14285714285714,20
22086,2011-10-11,90,2.95,10,1,41,371.0,189.28571428571428,20
22086,2011-10-12,160,2.8,10,2,41,90.0,192.28571428571428,20
22086,2011-10-13,54,2.87,10,3,41,160.0,110.85714285714286,20
22086,2011-10-14,33,2.95,10,4,41,54.0,112.14285714285714,20
22086,2011-10-16,70,2.85,10,6,41,33.0,108.57142857142857,20
22086,2011-10-17,323,3.1533333333333338,10,0,42,70.0,114.85714285714286,20
22086,2011-10-18,37,2.95,10,1,42,323.0,157.28571428571428,20
22086,2011-10-19,135,2.75,10,2,42,37.0,109.57142857142857,20
22086,2011-10-20,116,2.892857142857143,10,3,42,135.0,116.0,20
22086,2011-10-21,89,2.892857142857143,10,4,42,116.0,109.71428571428571,20
22086,2011-10-23,13,2.9500000000000006,10,6,42,89.0,114.71428571428571,20
22086,2011-10-24,388,3.0525,10,0,43,13.0,111.85714285714286,20
22086,2011-10-25,115,2.913636363636364,10,1,43,388.0,157.28571428571428,20
22086,2011-10-26,48,2.8166666666666664,10,2,43,115.0,127.57142857142857,20
22086,2011-10-27,66,2.95,10,3,43,48.0,129.14285714285714,20
22086,2011-10-28,14,2.95,10,4,43,66.0,119.28571428571429,20
22086,2011-10-30,94,2.9166666666666665,10,6,43,14.0,104.71428571428571,20
22086,2011-10-31,50,3.355714285714286,10,0,44,94.0,105.42857142857143,20
22086,2011-11-01,82,2.9000000000000004,11,1,44,50.0,110.71428571428571,20
22086,2011-11-02,242,2.8576923076923078,11,2,44,82.0,67.0,20
22086,2011-11-03,1075,2.9000000000000004,11,3,44,242.0,85.14285714285714,20
22086,2011-11-04,90,2.9166666666666665,11,4,44,1075.0,231.85714285714286,20
22086,2011-11-06,93,2.91,11,6,44,90.0,235.28571428571428,20
22086,2011-11-07,61,2.95,11,0,45,93.0,246.57142857142858,20
22086,2011-11-08,94,2.95,11,1,45,61.0,241.85714285714286,20
22086,2011-11-09,259,2.87,11,2,45,94.0,248.14285714285714,20
22086,2011-11-10,138,3.1393333333333335,11,3,45,259.0,273.42857142857144,20
22086,2011-11-11,168,2.91,11,4,45,138.0,258.57142857142856,20
22086,2011-11-13,152,2.905555555555556,11,6,45,168.0,129.0,20
22086,2011-11-14,219,3.0990909090909096,11,0,46,152.0,137.85714285714286,20
22086,2011-11-15,137,2.9233333333333333,11,1,46,219.0,155.85714285714286,20
22086,2011-11-16,239,2.8833333333333337,11,2,46,137.0,166.71428571428572,20
22086,2011-11-17,267,2.8558823529411765,11,3,46,239.0,187.42857142857142,20
22086,2011-11-18,183,2.9000000000000004,11,4,46,267.0,188.57142857142858,20
22086,2011-11-20,253,2.905555555555556,11,6,46,183.0,195.0,20
22086,2011-11-21,263,2.91,11,0,47,253.0,207.14285714285714,20
22086,2011-11-22,359,2.905555555555556,11,1,47,263.0,223.0,20
22086,2011-11-23,454,3.0573684210526317,11,2,47,359.0,243.0,20
22086,2011-11-24,86,2.95,11,3,47,454.0,288.2857142857143,20
22086,2011-11-25,140,2.85,11,4,47,86.0,266.42857142857144,20
22086,2011-11-27,42,2.95,11,6,47,140.0,248.28571428571428,20
22086,2011-11-28,306,3.0060000000000002,11,0,48,42.0,228.14285714285714,20
22086,2011-11-29,268,2.8794117647058823,11,1,48,306.0,235.71428571428572,20
22086,2011-11-30,239,2.8642857142857143,11,2,48,268.0,236.42857142857142,20
22086,2011-12-01,229,2.896666666666667,12,3,48,239.0,219.28571428571428,20
22086,2011-12-02,153,2.9250000000000003,12,4,48,229.0,187.14285714285714,20
22086,2011-12-04,51,2.95,12,6,48,153.0,196.71428571428572,20
22086,2011-12-05,258,3.047142857142857,12,0,49,51.0,184.0,20
22086,2011-12-06,180,2.8772727272727274,12,1,49,258.0,214.85714285714286,20
22086,2011-12-07,251,2.85,12,2,49,180.0,196.85714285714286,20
22086,2011-12-08,246,2.87,12,3,49,251.0,194.42857142857142,20
22086,2011-12-09,24,2.95,12,4,49,246.0,195.42857142857142,20
22111,2009-12-02,84,4.880000000000001,12,2,49,128.0,128.0,21
22111,2009-12-03,71,4.775,12,3,49,84.0,106.0,21
22111,2009-12-04,13,4.95,12,4,49,71.0,94.33333333333333,21
22111,2009-12-05,9,4.95,12,5,49,13.0,74.0,21
22111,2009-12-06,6,4.95,12,6,49,9.0,61.0,21
22111,2009-12-07,119,4.775,12,0,50,6.0,51.833333333333336,21
22111,2009-12-08,123,4.8625,12,1,50,119.0,61.42857142857143,21
22111,2009-12-09,66,4.8500000000000005,12,2,50,123.0,60.714285714285715,21
22111,2009-12-10,110,4.880000000000001,12,3,50,66.0,58.142857142857146,21
22111,2009-12-11,63,4.775,12,4,50,110.0,63.714285714285715,21
22111,2009-12-13,43,4.8500000000000005,12,6,50,63.0,70.85714285714286,21
22111,2009-12-14,146,4.903333333333333,12,0,51,43.0,75.71428571428571,21
22111,2009-12-15,92,4.9,12,1,51,146.0,95.71428571428571,21
22111,2009-12-16,80,4.903333333333333,12,2,51,92.0,91.85714285714286,21
22111,2009-12-17,59,4.872222222222223,12,3,51,80.0,85.71428571428571,21
22111,2009-12-18,63,4.891666666666667,12,4,51,59.0,84.71428571428571,21
22111,2009-12-20,85,4.775,12,6,51,63.0,78.0,21
22111,2009-12-21,6,4.95,12,0,52,85.0,81.14285714285714,21
22111,2009-12-22,17,4.95,12,1,52,6.0,75.85714285714286,21
22111,2009-12-23,30,4.6,12,2,52,17.0,57.42857142857143,21
22111,2010-01-04,2,4.95,1,0,1,30.0,48.57142857142857,21
22111,2010-01-05,11,4.95,1,1,1,2.0,37.42857142857143,21
22111,2010-01-07,21,4.95,1,3,1,11.0,30.571428571428573,21
22111,2010-01-08,42,4.833333333333333,1,4,1,21.0,24.571428571428573,21
22111,2010-01-10,24,4.95,1,6,1,42.0,18.428571428571427,21
22111,2010-01-11,5,4.95,1,0,2,24.0,21.0,21
22111,2010-01-12,7,4.95,1,1,2,5.0,19.285714285714285,21
22111,2010-01-13,30,4.716666666666667,1,2,2,7.0,16.0,21
22111,2010-01-14,32,4.95,1,3,2,30.0,20.0,21
22111,2010-01-15,3,4.95,1,4,2,32.0,23.0,21
22111,2010-01-17,6,4.95,1,6,2,3.0,20.428571428571427,21
22111,2010-01-18,7,4.95,1,0,3,6.0,15.285714285714286,21
22111,2010-01-19,10,4.95,1,1,3,7.0,12.857142857142858,21
22111,2010-01-20,3,4.95,1,2,3,10.0,13.571428571428571,21
22111,2010-01-21,1,4.95,1,3,3,3.0,13.0,21
22111,2010-01-22,24,4.25,1,4,3,1.0,8.857142857142858,21
22111,2010-01-24,12,4.95,1,6,3,24.0,7.714285714285714,21
22111,2010-01-25,4,4.95,1,0,4,12.0,9.0,21
22111,2010-01-26,2,4.95,1,1,4,4.0,8.714285714285714,21
22111,2010-01-27,3,4.95,1,2,4,2.0,8.0,21
22111,2010-01-29,1,4.95,1,4,4,3.0,7.0,21
22111,2010-01-31,7,4.95,1,6,4,1.0,6.714285714285714,21
22111,2010-02-01,8,4.95,2,0,5,7.0,7.571428571428571,21
22111,2010-02-02,27,4.6,2,1,5,8.0,5.285714285714286,21
22111,2010-02-03,17,4.95,2,2,5,27.0,7.428571428571429,21
22111,2010-02-04,8,4.95,2,3,5,17.0,9.285714285714286,21
22111,2010-02-05,12,4.25,2,4,5,8.0,10.142857142857142,21
22111,2010-02-07,15,4.95,2,6,5,12.0,11.428571428571429,21
22111,2010-02-09,3,4.95,2,1,6,15.0,13.428571428571429,21
22111,2010-02-10,2,4.95,2,2,6,3.0,12.857142857142858,21
22111,2010-02-11,6,4.95,2,3,6,2.0,12.0,21
22111,2010-02-12,1,4.95,2,4,6,6.0,9.0,21
22111,2010-02-14,6,4.95,2,6,6,1.0,6.714285714285714,21
22111,2010-02-17,12,4.95,2,2,7,6.0,6.428571428571429,21
22111,2010-02-18,6,4.95,2,3,7,12.0,6.428571428571429,21
22111,2010-02-21,1,4.95,2,6,7,6.0,5.142857142857143,21
22111,2010-02-22,2,4.95,2,0,8,1.0,4.857142857142857,21
22111,2010-02-23,5,4.95,2,1,8,2.0,4.857142857142857,21
22111,2010-02-24,24,4.25,2,2,8,5.0,4.714285714285714,21
22111,2010-02-25,4,4.95,2,3,8,24.0,8.0,21
22111,2010-02-26,1,4.95,2,4,8,4.0,7.714285714285714,21
22111,2010-03-02,4,4.95,3,1,9,1.0,6.142857142857143,21
22111,2010-03-03,4,4.95,3,2,9,4.0,5.857142857142857,21
22111,2010-03-04,9,4.716666666666667,3,3,9,4.0,6.285714285714286,21
22111,2010-03-07,8,4.95,3,6,9,9.0,7.285714285714286,21
22111,2010-03-09,1,4.95,3,1,10,8.0,7.714285714285714,21
22111,2010-03-10,6,4.95,3,2,10,1.0,4.428571428571429,21
22111,2010-03-11,2,4.95,3,3,10,6.0,4.714285714285714,21
22111,2010-03-15,1,4.95,3,0,11,2.0,4.857142857142857,21
22111,2010-03-16,24,4.25,3,1,11,1.0,4.428571428571429,21
